CompNameCommon,Address,PostalCode,Province,City,Contact,Email,PhoneMain,CompWCBNumber,PermanentlyClosedFlag,CompNameAlias,CompNameLegal,HasActiveHCP,AddressText
Trojan Homes Ltd.,31 Linmar Way,R2J 4H6,MB,Winnipeg,Rolly Laurin,,254.1819 cell: 941.1373,,,,,FALSE,31 Linmar Way
Trotco Electric Inc,,R0A 1E0,MB,Niverville,Bryan Trottier,trotco@mts.net,371-8842,1546621,,,,FALSE,
Trotter & Morton Industrial Contracting,,,MB,,,,,1332725,,,,FALSE,
Trotter and Morton Industrial Contracting,,,MB,,,,,,,,,FALSE,
Trottier Piling (2004) Ltd,75 Phil-Chris Way,R3X 2A9,MB,Winnipeg,Joe Trottier,joe@trottierpiling.ca,255-3456; cell 784-7064,1452556,,Trottier Piling Ltd,,FALSE,75 Phil-Chris Way
Troy Life & Fire Safety Ltd.,,,MB,,,,,,,,,FALSE,
Tru Lite Signs & Services Ltd,3 Kindersley Drive,R2E 1J3,MB,Winnipeg,Stephano Amato,,663-9170,0810465,,,,FALSE,3 Kindersley Drive
Truckers Paradise Ltd,,R0G 1K0,MB,Morris,Clarence Siemens,,,1248749,,,,FALSE,
Trucks Unlimited Inc,,,MB,,John Fehr (Owner),,204-326-2600,1214535,,,,FALSE,
Trucks Unlimited Inc.,,,MB,,Dugg Bergen,dugg@jfehr.com,326-2600,1214535,,,Trucks Unlimited Inc.,FALSE,
Truckworks Customizing,476 Provencher Blvd,,MB,Winnipeg,,,663-3144,,,,,FALSE,476 Provencher Blvd
Trudel Roofing,13 Lajoie Place,R0A 0Y0,MB,Lorette,Ron Dreger,trudelroofing@live.com,232.336,1627215,,,,FALSE,13 Lajoie Place
True Arc Industries Inc.,58 Don Valley Parkway Suite 1,,MB,Winnipeg,Mike Kvern    Owner,truearcindustries@gmail.com,661-8783392-7772  cell,,,,,FALSE,58 Don Valley Parkway Suite 1
True Blue Car Wash,,,MB,,,,,,,,,FALSE,
True Blue Development Ltd.,702 Gordon Ave,R9A 1L2,MB,The Pas,Michael O'Rourke,,204-623-0288,1229137,,True Blue Water Company Ltd,,FALSE,702 Gordon Ave
true Blue Water Company Ltd,702 Gordon Ave,R9A 1L2,MB,The Pas,Michael O'Rourke,,204-623-0288,1229137,,,,FALSE,702 Gordon Ave
True Dimensions Construction Ltd,541 12th St,R7A 4M7,MB,Brandon,Bruce Porter,trued@mts.net,204-763-8889/204-724-2075,,,,5029406 Manitoba Ltd,FALSE,541 12th St
True Grit Sand & Gravel,SW 34-18-19W,,MB,Onanole,Barry Dudman; Derek Dudman,dudman5@hotmail.com,848-2319,1046101,,,Barry Dudman Ltd,FALSE,SW 34-18-19W
True North Electric,,,MB,,,,,,,,,FALSE,
True North Foods,,,MB,,Siert Prins,"siert@truenorthfoods.ca jorge@siisolutions.ca,calvin@truenorthfoods.ca,donna@truenorthfoods.ca, jackie@truenorthfoods.ca",204-745-3068,1780774,,,6381023 Manitoba Ltd,FALSE,
True North Foods,,,MB,,,,,1780774,,,6381023 Manitoba Ltd.,FALSE,
True North Sports & Entertainment Ltd,260 Hargrave St,,MB,Winnipeg,"Vice President, Robert Thornson/Ed Meichsner - VP of Facility Operations 204-926-5590John Molinski, Safety Committee Co-Chair",,204-926-5556,,,,,FALSE,260 Hargrave St
True North Tube Ltd.,,,MB,,Tyler Polwarth,,204-571-9463,,,,,FALSE,
True North Waste Management Ltd.,,,MB,,Trung Tran (Site Supervisor); Stacy Kha,stacey@truenorthwaste.ca,204-898-2864,2506293,,True North Waste Management Services,True North Waste Management Ltd.,FALSE,
True Star Homes,998 McIvor Ave,R3C 2E7,MB,Winnipeg,Trem Jurn,,294-9690; 955-3869,0797480,,,,FALSE,998 McIvor Ave
True Temper Sports Inc,,,MB,,Rob Thomson (Operations Manager),,204-415-5910 or 204-330-5935 (Cell),,,,,FALSE,
True Trim Homes Ltd,,R5G 1P7,MB,Steinbach,Boyd Penner,southeastmarketing@gmail.com,346-4357,,,,,FALSE,
Truelove Building Supplies Ltd,171 Railway Ave,R0K 0P0,MB,Cypress River,,,204-743-2085,,,,,FALSE,171 Railway Ave
TruEnergy Source Inc,,R0A 1E0,MB,Niverville,Cliff Reimer,cliff@truenergy.ca,204-612-6676,1550912,,,,FALSE,
True-Way Muffler Centre,,,MB,,,,,,,,,FALSE,
Trumbley Construction,107 Champlain Bay,R0L 1Z0,MB,Swan River,Bev Trumbley,,734-3343; cell 734-0645,1231927,,,,FALSE,107 Champlain Bay
Trush Electric,Box 161,R0E 0K0,MB,Dugald,Harold Trush,trushharold@hotmail.com,941-1330,,,,,FALSE,Box 161
Trush Enterprises Ltd,,,MB,,,,,,,,,FALSE,
Trush Enterprises Ltd.,,,MB,,,,,,,,,FALSE,
Truss Fab Inc,11 Woodstalk Way,,MB,Elie,Harry Engel,harry@trussfabinc.com,204-453-6535,1613934,,,Truss Fab Inc,FALSE,11 Woodstalk Way
Trux-N-Parts,2 Mountain View Road,R3C 2E6,MB,Winnipeg,Ken Bednarz,,694-6668; cell: 794-8383,0800961,,,,FALSE,2 Mountain View Road
Try-Bulls Construction Inc.,,,MB,,,,,,,,,FALSE,
TRYTEK,811 Portage Ave,R3G 0N3,MB,Winnipeg,Basseem Charaf -Owner,trytec2@hotmail.com,204 663-1531,,,,,FALSE,811 Portage Ave
TSC Stores,1950 Oxford St E,N5V 2Z8,ON,London,Shelley Pickering or Linda Pratt,,(519) 457-5910,1531516,,Tractor Supply Company,TSC Stores Lp,FALSE,1950 Oxford St E
Tschritter Contracting,,,MB,,,,,2798973,,,,FALSE,
TTI Manitoba Inc.,101 Rockman St,R3T 0L7,MB,Winnipeg,Denine Rodrigues (S&H Coordinator),denine.rodrigues@cgglobal.com,204-474-5770,1166669,,Pauwels Canada Inc. or CG Power Systems Canada Inc.,TTI Manitoba Inc.,FALSE,101 Rockman St
TTTTT,,,MB,Winnipeg,,,,,,,,FALSE,
Tudor House Personal Care Home,800 Manitoba Ave,R1A 2C9,MB,Selkirk,Pauline Martyniw,,482-6601,0626911,,,,FALSE,800 Manitoba Ave
Tuff Built Products Inc.,,,MB,,,,,,,,,FALSE,
Tuff Contractiing Ltd,,,MB,,,,,,,,,FALSE,
Tufts Machining,281 First Ave W,R0K 2C0,MB,Souris,Carman or Patricia Tufts,tuftsmac@mts.net,204-483-2274,1248525,,,"Carman Tufts, Patricia Tufts",FALSE,281 First Ave W
Tukis Stucco,,,MB,,,,,,,,Tukis Stucco,FALSE,
Tulip Homes Inc,,,MB,,,tuliphomesinc@gmail.com,204-963-2482,,,,,FALSE,
Tulman Logging,,R0L 1G0,MB,Minitonas,Murray Tulman,,,1192814,,,,FALSE,
Tumbleweed Signs Co (1996) & Creative Communications,325 Roblin Blvd,R6W 4A5,MB,Winkler,Abe Hiebert,,325-5215,1231216,,,,FALSE,325 Roblin Blvd
Tumi Builders Ltd,119 Harper Ave,R2J 1K4,MB,Winnipeg,,,256-7559,0351528,,,,FALSE,119 Harper Ave
Tundra Energy Marketing Limited,,,MB,,,,,,,,Kingston Marketing Limited,FALSE,
Tundra Excavations Ltd,135 Gunn,R0G 2A0,MB,St Germain,Curt Kastas,,222-3712,0772772,,,,FALSE,135 Gunn
Tundra Oil & Gas Limited,295 3rd Ave,R0M 2C0,MB,Virden,,,,1059302,,,,FALSE,295 3rd Ave
Tundra Wild Rice Inc,,R0E 1M0,MB,Pine Falls,,,367-8651,,,,,FALSE,
Tupar Enterprise Ltd,24 Fox Bay,R8N 1G1,MB,Thompson,John Thomas Cunday,,778-5514,1140839,,,,FALSE,24 Fox Bay
Turbo Gas Station,3409 Victoria Ave,R7B 2L8,MB,Brandon,Donna Knight,,728-9997,061734005,,,,FALSE,3409 Victoria Ave
Turko Fertilizer,East St,R0J 1B0,MB,Mccreary,,,,,,,,FALSE,East St
Turnbull Sales & Service Ltd,,,MB,,,,,,,,,FALSE,
Turnbull-Whitaker Insurance Agency Inc.,,,MB,,,,,,,,,FALSE,
Turner Auto Body,Govt Road Allowance,R0K 0K0,MB,Carroll,Murray Turner,,483-2247,1528736,,,,FALSE,Govt Road Allowance
Turner Construction,Box 1238,R0K 0G0,MB,Boissevain,,,204-534-2218,0956797,,,,FALSE,Box 1238
Turner Excavation Ltd,1437 2nd St,R7A 3B4,MB,Brandon,Ken Turner,,728-3669,0732586,,,,FALSE,1437 2nd St
Turner Logging Ltd,5 Greenwood Drive,R0B 0G0,MB,Cormorant,,,357-2250,0698936,,,,FALSE,5 Greenwood Drive
Turner Mechanical Limited,,R9A 1R7,MB,The Pas,Doug Turner,,623-7478,1086248,,,,FALSE,
Turning Leaf Community Support Services Inc,2585 Portage Ave Suite 2nd Floor,R3J 0P5,MB,Winnipeg,Krystal Plantz,krystalozolplantz@turningleafservices.com,204-221-5594 or C 204- 223- 4632,,,,,FALSE,2585 Portage Ave Suite 2nd Floor
Turning Leaf Support Services,,,MB,,,,,,,,,FALSE,
Turnkey Networks / Titan Electric,2741 Hallama Drive,R5A 1H5,MB,Grande Pointe,Gordon Ronald,turnkey@mts.net,228-6387,1263045,,,4682701 Manitoba Ltd,FALSE,2741 Hallama Drive
Turtle Mountain Conservation District,129 Broadway St N,R0M 0R0,MB,Deloraine,Yasemin Ruth,tmcd.mgr@goinet.ca,204-747-2530,,,,,FALSE,129 Broadway St N
Turtle Mountain Drilling Ltd,NW 4-2-21 W,R0K 0E0,MB,Boissevain,Steve Racine,,534-6610,1095645,,,,FALSE,NW 4-2-21 W
Turtle Mountain Ranch,,,MB,,Keith or Joan Kemp (Owners),,204-523-4211,,,,Kemp Livestock Equipment,FALSE,
Turtle Mountain School Division,,R0K 1G0,MB,Killarney,Jerry Storie,jstorie@tmsd.mb.ca,523-7531,0399758,,Turtle Mountain School Division 44,,FALSE,
Turtle River School Division 128,,R0J 1B0,MB,Mccreary,Bill Main,,835-2067,0842013,,Turtle River School Division 32,,FALSE,
Tuscany Construction Ltd.,,,MB,,,,,1431717,,,,FALSE,
Tutthill Construction & Concrete,139 Richhill Ave W,R0M 0N0,MB,Elkorn,Kenneth Tutthill,,845-2405,0343509,,,,FALSE,139 Richhill Ave W
Tuxedo Animal Hospital,2025 Corydon Ave Suite 192,R3P 0N5,MB,Winnipeg,Pat Dorval & Stavros Lacovides,tah@mts.net,488-1843,1564673,,,Stoneacres Holdings Ltd,FALSE,2025 Corydon Ave Suite 192
Tuxedo Golf Course,3281 Pembina Hwy Suite 307 307,R3V 1T7,MB,Winnipeg,,,,9334418,,,C H Enderton & Co Limited,FALSE,3281 Pembina Hwy Suite 307 307
TUXEDO PARK DENTAL SERVICES/Enamel Dental Lab,2025 Corydon Ave Suite 220,R3P 0N4,MB,Winnipeg,Darryl Flamand  or Dr. Mollot,dflamand@tuxedodental.ca,204 489-7360,9991000,,,,FALSE,2025 Corydon Ave Suite 220
Tuxedo Quality Foods,1853 Grant Ave Suite 13 13,R3N 1Z2,MB,Winnipeg,Allan Fredette,,987-3830,0928895,,,Allcra Enterprises Ltd,FALSE,1853 Grant Ave Suite 13 13
Tuxedo Shoe Service,550 Kenaston Blvd,R3N 2A1,MB,Winnipeg,Vahid Masoomifar,,488-3796,1044817,,,,FALSE,550 Kenaston Blvd
Tuxedo Towing Services Ltd,1595 Brookside Blvd,R2R 1V6,MB,Winnipeg,David Cumming,,989-4869,1381524,,,,FALSE,1595 Brookside Blvd
Tuxedo Villa Extendicare,,,MB,,,,,,,,,FALSE,
Tuxedo Villa Family Restuarant/Monstrosity Burger,,,MB,,,,,,,,,FALSE,
Tuxedo Village Family Restaurant,2090 Corydon Ave,R3P 1V5,MB,Winnipeg,,,204.897.6565,,,,J&J Advancement Inc.,FALSE,2090 Corydon Ave
TWC Nutrition Ltd.,,,MB,,,,,,,,,FALSE,
TWCC,419 Notre Dame Ave,R3B 1R3,MB,Winnipeg,,,,,,,,FALSE,419 Notre Dame Ave
TWF Ltd.,725 Thompson Drive Suite 3,R8N 0C7,MB,Thompson,Tara Potter,info@ThompsonWaterFactory.com,204-677-2016,,,,Thompson Water Factory Ltd.,FALSE,725 Thompson Drive Suite 3
Twin Barrel Lodge,,,MB,,,,,,,,,FALSE,
Twin Cities Concrete Cutting,,,MB,,,,,,,,,FALSE,
Twin Creek Enviromental Ltd.,,S0K 4L0,SK,Unity,Lucas Closson,lucasclosson77@hotmail.com,306-210-7414,,,,,FALSE,
"Twin Creek Woodcraft, Inc",122 Main St N,R0A 0V0,MB,Kleefeld,Paul Friesen,paul@twincreekwoodcraft.com,1-204-377-9131 cell 1-204-346-3333,1407675,,,,FALSE,122 Main St N
Twin Eagle Contracting,,R0E 2G0,MB,Whitemouth,,,348.2311,,,,,FALSE,
Twin Motors Ltd,1637 Gordon Ave,R9A 1L1,MB,The Pas,Murray or Karen Haukaas,kh@twinmotors.ca,204-623-6401,0516468,,,,FALSE,1637 Gordon Ave
Twin Motors Thompson Ltd,,,MB,,,,,2015360,,,,FALSE,
Twin Oaks Farms,,,MB,,Herb Lepp,twinoakfarms@xplornet.com,204-346-2268,,,,,FALSE,
Twin Rock Homes,,,MB,,,,,,,,,FALSE,
Twin Spruce Construction,,R0C 0A0,MB,Arborg,Alvin Plett,asplett@mts.net,642-2391,,,,,FALSE,
Twin Valley Agro Co-op Ltd,831 Main St,R0M 0C0,MB,Birtle,Brian Sorensen,hardware@twinvalleycoop.ca,842-3389,,,,Twin Valley Co-op Ltd,FALSE,831 Main St
Twin Valley Agro Co-op Ltd,,,MB,,,,204.567.3592,,,,Twin Valley Co-op Ltd,FALSE,
Twin Valley Co-op Ltd,831 Main St,R0M 0C0,MB,Birtle,Brian Sorensen,hardware@twinvalleycoop.ca,842-3389,,,Birtle Food Store,Twin Valley Co-op Ltd,FALSE,831 Main St
Twin Valley Co-op Ltd,831 Main St,R0M 0C0,MB,Birtle,Brian Sorensen,hardware@twinvalleycoop.ca,842-3389,0217349,,,Twin Valley Co-op Ltd,FALSE,831 Main St
Twinstar Custom Homes Inc.,,,MB,,Manpreet Gill,twinstarhomes@gmail.com,204-510-9245,2659027,,,Twinstar Custom Homes Inc.,FALSE,
Two By All Inc.,,,MB,,,,,,,,,FALSE,
Two Degrees Interlock,3657 Roblin Blvd Suite 202,R3R 0E2,MB,Winnipeg,,,250-1310,,,,,FALSE,3657 Roblin Blvd Suite 202
Two O Four Services Ltd.,,,MB,,,,,,,,,FALSE,
Two Small Men With Big Hearts Moving Co,100 Cole Ave,R2L 1J3,MB,Winnipeg,,winnipeg@twosmallmen.com,694-3278,1399146,,,AAA Big Hearts Moving Inc,FALSE,100 Cole Ave
Two Zero Four Marine Powersports Works,,,MB,,,,,,,,,FALSE,
Twohearts Foundation,,R0E 1M0,MB,Pine Falls,Ruben Twoheart,r2hart@live.ca,793-6906,,,,,FALSE,
TWS Construction,170 Rushmore Road,R2G 3L6,MB,Winnipeg,Tom Saskosky,tws@shaw.ca,223-4881,1087451,,,Thomas Wayne Saskosky Construction,FALSE,170 Rushmore Road
Tychris Installations Ltd,,R2G 0X4,MB,Winnipeg,Dietric Hiebert,dietrichiebert@shaw.ca,797-2611,,,,,FALSE,
Tyco Integrated Fire & Security,989 Century St,R3H 0W4,MB,Winnipeg,Brent Conrad,,6997-6656,0628396,,Grinnell Fire Protection Systems,,FALSE,989 Century St
Tye Graham,,,MB,,Tye Graham,,204-281-2260,,,,,FALSE,
Tyler Campbell,2 Creekside Cove,R0A 0Y0,MB,Lorette,Tyler Campbell,twac13@hotmail.com,801.1182,,,,,FALSE,2 Creekside Cove
Tyndall Firewood Supply Ltd,,,MB,,,,,,,,,FALSE,
Tyndall Motor Hotel,59 Pierson Drive,R0E 2B0,MB,Tyndall,,,204-268-1678,,,,,FALSE,59 Pierson Drive
Tyndall Motor Hotel,,,MB,,,,,,,,,FALSE,
Tyndall Plumbing & Heating Ltd,,R0E 0C0,MB,Beausejour,,,268-1954,0719997,,,,FALSE,
Tyndall Power Products,,R0E 2B0,MB,Tyndall,Ed Novakowski,,204-268-3006,,,,,FALSE,
Tynecia Penner,,,MB,,,,,,,,,FALSE,
Tynecia Penner,,,MB,,,,,,,,,FALSE,
TyreXpress,2135 Logan Ave,R2R 0J1,MB,Winnipeg,Allan Stanish,adstanish@hotmail.com,237.3185,,,,,FALSE,2135 Logan Ave
Ty's Taxi,322 Creekside Blvd,R8A 1N6,MB,Flin Flon,Tyler Busby,,687-4441,1399310,,,,FALSE,322 Creekside Blvd
Tyslau and Son Contracting Ltd,1375 Dugald Road,R2J 0H3,MB,Winnipeg,Ed Tyslau,tyslauandson@mymts.net,204-663-8883,,,,,FALSE,1375 Dugald Road
U Build Construction,,,MB,,,,,,,,,FALSE,
U Haul Company Canada Limited,526 Graye Road,L8E 2Z4,ON,Hamilton,Att:  Sue Baillie,,987-9506,593681,,,,FALSE,526 Graye Road
U Weight Loss Clinic,,,MB,,,,,,,,,FALSE,
U.N.I.- Pro Construction and Maintenance,Lot 1 Venture Lane,R0A 0T0,MB,Ile Des Chenes,Kristian Dupuis,,204-795-9967,,,,,FALSE,Lot 1 Venture Lane
UA Roofing,,,MB,,,,,,,,,FALSE,
UAP Inc,C/O Human Resources 7025 Ontario St,H1N 2B3,PQ,Montreal,Monique Babin,MBabin@upainc.com,"514-256-5031, Ext. 7831",1174093,,"UAP/NAPA Auto Parts,NAPA DC 534,Fort Ignition Ltd",UAP Inc,FALSE,C/O Human Resources 7025 Ontario St
UC Trailers on 59,,,MB,,,,,2066744,,,,FALSE,
Udhay Construction,,,MB,,,,,,,,,FALSE,
Udhay Homes,,,MB,,,,,,,,,FALSE,
Udhay Homes Ltd.,,,MB,,,,,,,,,FALSE,
UDT interiors Inc,1 Quailridge Place,R5G 2H3,MB,Steinbach,Melissa Unger,,1-204-346-3658,1205012,,Unger Drywall,,FALSE,1 Quailridge Place
Ukrainian Farmers Co-operative Ltd,,,MB,,,,204-372-6202,,,,,FALSE,
ULTA Developements Inc.,,,MB,,,,,,,,ULTA Developments Inc.,FALSE,
ULTA Developments Inc.,,,MB,,,,,,,,ULTA Developments Inc.,FALSE,
Ultimate Auto Service inc.,,,MB,,,,,,,,,FALSE,
Ultimate Blast & Paint,Railway Ave Suite 404,R0M 1H0,MB,McAuley,Doug Judd,,204-722-2184,,,,,FALSE,Railway Ave Suite 404
Ultimate Guitar Works,1404 Main St,R2W 3V1,MB,Winnipeg,"Brian Tataryn, Owner",,586-1373,,,,,FALSE,1404 Main St
Ultimate Sports Cuts,,,MB,,,,,,,,,FALSE,
Ultimate Wheel Works,381 Logan Ave,R3A 0P8,MB,Winnipeg,Hugh Shirley,,942-7998,0277467,,,,FALSE,381 Logan Ave
Ultra Auto Body,303 Archibald,R2J 0W6,MB,Winnipeg,Dennis Ferland,,233-6285,1204957,,,,FALSE,303 Archibald
Ultra Electric Ltd,68 Higgins Ave Suite 200 200,R3B 0A6,MB,Winnipeg,Irv Hiebert,,943-0945,0920793,,,,FALSE,68 Higgins Ave Suite 200 200
Ultra Painting & Decorating,8 Westman Drive,R1A 1Z3,MB,St Andrews,Rudy Hardt,rannim@shaw.ca,661-9369,1092287,,,2694671 Manitoba Ltd,FALSE,8 Westman Drive
Ultra Span Technologies,165 Fennel St,R3G 0M6,MB,Winnipeg,Dan Dmitrowicz/ Nick Ferreira (Production Controller),,204-992-3204/ 204-992-3264,1553270,,,,FALSE,165 Fennel St
Ultra Transmission (1999) Inc,1031 Springfield Road,R2G 3T2,MB,Winnipeg,Ken Hobson,,661-3938,1050822,,,,FALSE,1031 Springfield Road
Ultracuts,,,MB,,,,,,,,,FALSE,
Ultracuts Ltd,167 St. Mary's Road,R2H 1J1,MB,Winnipeg,Meril Rivard,,231-0110,1024538,,Rivard Group,,FALSE,167 St. Mary's Road
Umingmak Supply Ltd,10 Keenleyside St Suite D,R2L 2B9,MB,Winnipeg,"Jim Smith, Owner",,661-4222,0994939,,,,FALSE,10 Keenleyside St Suite D
Uncle Tom's Restaurant,,,MB,,,,,,,,,FALSE,
Uncle Wiener's Wholesale,,,MB,,,,,,,,,FALSE,
Under Pressure Mechanical Ltd,,,MB,,Daniel Kaufmann (Owner),underpressuremechanical@gmail.com,204-999-0313,2431377,,,Under Pressure Mechanical Ltd,FALSE,
Under The Hill Farms Ltd,Suite NE 27 7 13 W,R0K 0P0,MB,Cypress River,Chad Berry,overunderthehill@inetbiz.ca,204-743-2082,1590587,,,,FALSE,Suite NE 27 7 13 W
Under The Hood Service Inc,,,MB,,,,,1896638,,,,FALSE,
Underground Services 1983 Ltd,133 Commercial Road,L7E 1R6,ON,Bolton,,,857-6962,1219963,,,,FALSE,133 Commercial Road
Unger Construction Ltd,Highway 23,R0J 1T0,MB,Riding Mountain,,,967-2605,1265735,,,3762468 Manitoba Ltd,FALSE,Highway 23
Unger Excavating Inc,NW 10-36-7E Hwy 303,R5G 1R6,MB,Steinbach,Kevin Unger,,204-326-3086,1011576,,,,FALSE,NW 10-36-7E Hwy 303
Unger Roofing (Winnipeg) Ltd,59B Speers Road,R2J 1M4,MB,Winnipeg,Dan Burns (Owner),ungerrfg@mts.net,204-233-0002,1178250,,,Unger Roofing (Winnipeg) Ltd,FALSE,59B Speers Road
Uni Jet Industrial Pipe Service Limited,1900 Brookside,R3C 2E6,MB,Winnipeg,,mrach@mts.net,633-4879,783035,,,,FALSE,1900 Brookside
Unibody Collision Centre,620 Sophia St Suite A,R1A 2K5,MB,Selkirk,Kirk Esau,,785-1313,1316504,,,,FALSE,620 Sophia St Suite A
Unicity Laboratory Services,2200 Mcphillips St Suite 106 106,R2V 3C8,MB,Winnipeg,Norm Prokipchuk,,632-9238,0855957,,Medtek Laboratory Services,,FALSE,2200 Mcphillips St Suite 106 106
Unicity Paint & Body,154 maple St N,R2W 3L2,MB,Winnipeg,Dave Dickson,,943-7277,0871665,,,3 Point Enterprises Ltd,FALSE,154 maple St N
Unicity Paving & Construction Ltd,727 Mission St,R2J 3Y3,MB,Winnipeg,,,233-0121,9263815,,,,FALSE,727 Mission St
Unicity Taxi Ltd,340 Hargrave Place,R3C 0X5,MB,Winnipeg,"Joan Wilson, General Manager",,925-3131,0622100,,,,FALSE,340 Hargrave Place
Unico Flooring,169 Eagle Drive,R0C 3A0,MB,Winnipeg,Guribal S. Ghuman (Goldy)Jasleen/ Eduardo Molina,info@gshomes.ca,204-218-9999 or 204-960-1816,2469310,,,,FALSE,169 Eagle Drive
Unifor,1376 Grant Ave Suite 123,R3M 3Y4,MB,Winnipeg,"Mark Armstrong, President",armstrong468@hotmail.com,204-489-7299 / cell: 250-4324,,,,,FALSE,1376 Grant Ave Suite 123
Uniglobe Auto Repair & Sales,,,MB,,Terry Millar - owner,unisales@mts.net,204-228-0371,,,,,FALSE,
Unigraphics Manitoba Ltd,488 Burnell St,R3G 2B4,MB,Winnipeg,Gordon Lariviere,books@hignell.mb.ca,987-1308,1039817,,Hignell Printing Ltd,,FALSE,488 Burnell St
Union Centre Inc,275 Broadway Ave Suite 304 206,R3C 4M6,MB,Winnipeg,John Irvine,,942-0957,0517912,,,,FALSE,275 Broadway Ave Suite 304 206
Union Energy Canada Limited,1575 Seel Ave,R3T 1C8,MB,Winnipeg,"Tara Smith, Human Resources",,452-2545,1282185,,,,FALSE,1575 Seel Ave
Union Gospel Mission,271 Archibald St,R3C 2X4,MB,Winnipeg,"Jeff Gilfallan, Operations Manager",jeff@gospelmission.ca,943.9904 cell 781.4775,,,,,FALSE,271 Archibald St
Union Nationale M̩tis Saint-Joseph du Manitoba,340 Provencher Blvd,R2H 0G7,MB,Winnipeg,,,,0559914,,,,FALSE,340 Provencher Blvd
Union Nationale M̩tis Saint-Joseph du Manitoba,340 Provencher Blvd,R2H 0G7,MB,Winnipeg,,,,,,,,FALSE,340 Provencher Blvd
Union Of Manitoba Municipalities,1910 Saskatchewan Ave W,R1N 3B7,MB,Portage La Prairie,,,857-8666,0811489,,,,FALSE,1910 Saskatchewan Ave W
Union Video,800 Marion St,R2J 0K4,MB,Winnipeg,Lisa Kwan,,237-7269,9910578,,,,FALSE,800 Marion St
UnionWare Inc.,,,MB,,"Monica Doeppler, Office Manager",,204-944-0373,,,,,FALSE,
Unique Carpentry,,,MB,,,,,1513233,,Henry Penner Homes,,FALSE,
Unique Construction Ltd,1270 Sturgeon Road,R2Y 0L6,MB,Winnipeg,John Trowbridge,,889-2748,699512,,Unique Corral,,FALSE,1270 Sturgeon Road
Unique Woodworks,,R1N 3B2,MB,Portage La Prairie,Darren / Candace Hewins,,1-204-239-6053,1319854,,,,FALSE,
Uni-Select Inc.,,,MB,,,,,,,,,FALSE,
Unisex Scissors,580 Academy Road Suite F,R3N 0E3,MB,Winnipeg,,,487-4443,9910242,,,,FALSE,580 Academy Road Suite F
Unisys Canada Inc,2001 Sheppard Ave E,M2J 4Z7,ON,North York,,,416-495-0515,1097039,,,,FALSE,2001 Sheppard Ave E
Unit 7 Architecture Inc.,,,MB,,Eric Laflamme,info@aspengrovedevelopments.com,204-296-0649,,,,,FALSE,
Unit Mechanical Services Ltd,,,MB,,,,204--293-6022,,,,,FALSE,
United Association of Journeymen & Apprenticeship of the Plumbing & Pipefitting Union 254,34 Higgins St,R3B 0A5,MB,Winnipeg,Audra,local254@mts.net,947-0497,0230607,,,,FALSE,34 Higgins St
United Chemical Services,605 Mercy St,R1A 2B3,MB,Selkirk,Tom screawn,,482-1214; cell: 485-1900,1153824,,,,FALSE,605 Mercy St
United Chemical Services,708 Greenwood Ave,R1A 2B2,MB,Selkirk,Tom Screawn,,482-1214,1153824,,K T Enviroclean Inc,,FALSE,708 Greenwood Ave
United Church Halfway Homes Inc,583 Ellice Ave Suite 203 101,R3B 1Z7,MB,Winnipeg,Bob Doherty,,783-6332,0817072,,,,FALSE,583 Ellice Ave Suite 203 101
United Concrete,,,MB,,,,,,,,,FALSE,
United Cree Construction,,R0B 1B0,MB,Split Lake,,,,,,,,FALSE,
United Fibre-Bond Inc,1700 Sargent Ave,R3H 0C2,MB,Winnipeg,"John Wong, President",ufbond@escape.ca,786-6837,0832436,,,,FALSE,1700 Sargent Ave
United Food & Commercial Workers Local 832,1412 Portage Ave,R3G 0V5,MB,Winnipeg,Bernard Christophe,,778-7108,0885806,,,,FALSE,1412 Portage Ave
United Furniture Warehouse Ltd,1101 United Blvd,V3K 6V3,BC,Coquitlam,Michelle Lee,,(604) 540-8000,1311588,,,,FALSE,1101 United Blvd
United Grain Growers Ltd,201 Portage Ave Suite 28,R3B 3K6,MB,Winnipeg,Brian Hayward,,944-5411,0002220,,,,FALSE,201 Portage Ave Suite 28
United Learning Experience Center,138 Portage Ave Suite 508 508,R3C 0A1,MB,Winnipeg,,,956-4868,9910525,,,,FALSE,138 Portage Ave Suite 508 508
United Livestock Systems Ltd,112 Paramount Road,R2X 2W3,MB,Winnipeg,Don Schmidt,,488-5078,,,,,FALSE,112 Paramount Road
United Messenger,401 ` Weston St Suite Unit B,R3E 3H4,MB,Winnipeg,,Umcl@mts.net,204.632.4444,,,,,FALSE,401 ` Weston St Suite Unit B
United Parcel Service,1740 Dublin Blvd,R3H 1A8,MB,Winnipeg,,,697-1990,1037258,,,,FALSE,1740 Dublin Blvd
United Pipeline Systems Inc,18th St Suite 7605,T6P 1N9,AB,Edmonton,Ed Elkger,,780-440-1188,,,,,FALSE,18th St Suite 7605
United Rentals,1700 Sargent Ave,R3H 0C2,MB,Winnipeg,"Ron Barsky, General Manager",,775-8989,1314194,,,,FALSE,1700 Sargent Ave
United Rentals,160 Mountain View Road,R3C 2E6,MB,Winnipeg,"Rick Pigataro (in USA), or Wpg. Don Chestley 204- 772-9386",,(813) 269-6479204-775-7171,1314194,,,"United Rentals of Canada, Inc",FALSE,160 Mountain View Road
United Roofing & Exteriors,,,MB,,,,,,,,,FALSE,
